fulldate,date,post_frequency,year,month,day,hour,dow,Wkend,dowNum,permalink,post,theme,type,countries,posted,total_reach,paid_reach,viral_reach,impressions,paid_impressions,engaged_users,engagement_rate,comments,likes,shares,link_clicks,photo_views,video_plays,other_clicks,interactions
23-Aug,23-Aug,1,2014,8,23,12,Sat,1,7,https://www.facebook.com/BananaRepublic/posts/10152620146019076:0,"Weekend essentials because yes, it's still summer. #thenewBR http://brstyl.es/1qu7sO0",Marissa Webb,Photo,,8/23/2014 12:00,33120,0,961,61852,0,2066,0.06,22,543,30,210,948,,846,595
24-Aug,24-Aug,1,2014,8,24,11,Sun,1,1,https://www.facebook.com/BananaRepublic/posts/10152623044924076:0,"Sunday blues, redefined. #thenewBR http://brstyl.es/1jMJhNT",Product Focus,Photo,,8/24/2014 11:00,23704,0,755,44433,0,1262,0.05,12,546,18,107,456,,369,576
25-Aug,25-Aug,1,2014,8,25,10,Mon,0,2,https://www.facebook.com/BananaRepublic/posts/10152625954399076:0,Found our inspiration for the week inside our SF Grant Ave store's Room 7,Promotion,Photo,,8/25/2014 10:22,8580,0,265,15670,0,507,0.06,,164,8,,333,,73,172
26-Aug,26-Aug,1,2014,8,26,11,Tue,0,3,https://www.facebook.com/BananaRepublic/posts/10152628857699076:0,DYK? The Gap Inc. family pays women & men $1 for $1. Equal pay 4 equal work is happening. #wematter #letsdomore #WomensEqualityDay,Corporate Communication,Photo,,8/26/2014 11:26,7604,0,404,15342,0,521,0.07,7,119,10,,309,,126,136
27-Aug,27-Aug,1,2014,8,27,12,Wed,0,4,https://www.facebook.com/BananaRepublic/posts/10152631913884076:0,Perfect pairing. #thenewBR http://brstyl.es/1g8Brpd,Product Focus,Photo,,8/27/2014 12:50,26304,0,149,52729,0,1350,0.05,,315,2,188,635,,456,317
28-Aug,28-Aug,1,2014,8,28,14,Thu,0,5,https://www.facebook.com/BananaRepublic/posts/10152634395769076:0,Go for graphic prints that pop. #thenewBR http://brstyl.es/1vmb5d7,Influencer,Photo,,8/28/2014 14:53,16864,0,48,30796,0,752,0.05,1,163,3,55,425,,215,167
29-Aug,29-Aug,1,2014,8,29,10,Fri,0,6,https://www.facebook.com/BananaRepublic/posts/10152635780529076:0,This is what our weekend looks like. #thenewBR http://brstyl.es/1tm9SRM,Product Focus,Photo,,8/29/2014 10:00,14672,0,311,28349,0,837,0.06,4,299,9,65,374,,237,312
30-Aug,30-Aug,1,2014,8,30,9,Sat,1,7,https://www.facebook.com/BananaRepublic/posts/10152638000424076:0,Dapper Lou goes for shades of blue in #thenewBR http://brstyl.es/1lg5eFZ,Influencer,Photo,,8/30/2014 9:00,11332,0,50,24637,0,546,0.05,2,185,3,7,334,,83,190
31-Aug,31-Aug,1,2014,8,31,10,Sun,1,1,https://www.facebook.com/BananaRepublic/posts/10152640179839076:0,A look at what's to come this fall. #thenewBR http://brstyl.es/1iSmkHK,BTS / Marissa Webb,Photo,,8/31/2014 10:00,75584,0,1500,156615,0,3674,0.05,28,635,21,1188,1228,,1600,684
1-Sep,1-Sep,1,2014,9,1,11,Mon,0,2,https://www.facebook.com/BananaRepublic/posts/10152642732799076:0,Celebrating Labor Day in summer whites. #thenewBR    Photo by Wide Eyed Legless,Influencer,Photo,,9/1/2014 11:00,17360,0,,35134,0,1434,0.08,7,302,4,,1064,,278,313
2-Sep,2-Sep,1,2014,9,2,8,Tue,0,3,https://www.facebook.com/BananaRepublic/posts/10152645190744076:0,There's always room for something new. #thenewBR,Motivation Monday,Photo,,9/2/2014 8:01,14224,0,,30089,0,1247,0.09,16,593,73,,604,,336,682
3-Sep,3-Sep,1,2014,9,3,8,Wed,0,4,https://www.facebook.com/BananaRepublic/posts/10152648583584076:0,Your new fall faves - now availalbe in stores and online. #thenewBR http://brstyl.es/1iSmkHK,Product Focus - Women's,Photo,,9/3/2014 8:55,24400,0,,58218,0,1655,0.07,8,442,7,227,746,,546,457
4-Sep,4-Sep,2,2014,9,4,6,Thu,0,5,https://www.facebook.com/BananaRepublic/posts/10152650535444076:0,"Hello NY Fashion Week! Wendy's Lookbook is taking over our Instagram today, follow along to get a front row seat to nyfw. #thenewBR http://bit.ly/1o6Doad",Influencer,Photo,,9/4/2014 6:00,13224,0,,27072,0,456,0.03,,,,106,169,,211,0
4-Sep,4-Sep,2,2014,9,4,6,Thu,0,5,https://www.facebook.com/BananaRepublic/posts/10152650535449076:0,"Hello NY Fashion Week! Wendy's Lookbook is taking over our Instagram today, follow along to get a front row seat to nyfw. #thenewBR http://bit.ly/1o6Doad",Influencer,Photo,,9/4/2014 6:00,5504,0,,8836,0,1043,0.19,11,433,2,6,569,,119,446
5-Sep,5-Sep,1,2014,9,5,10,Fri,0,6,https://www.facebook.com/BananaRepublic/posts/10152652991364076:0,Weekend outfit inspiration | New York Fashion Week highlights from Wendy's Lookbook: http://bit.ly/1nAol96. #thenewBR,Influencer,Photo,,9/5/2014 10:00,16864,0,,36485,0,1674,0.1,10,519,24,151,857,,530,553
6-Sep,6-Sep,1,2014,9,6,9,Sat,1,7,https://www.facebook.com/BananaRepublic/posts/10152654908274076:0,"Okay, so we're a little excited for sweater weather. #thenewBR   Shop the fall collection: http://brstyl.es/1pTGuEo.",Product Focus - Women's,Photo,,9/6/2014 9:00,26344,0,,53424,0,1753,0.07,20,500,23,230,747,,581,543
7-Sep,7-Sep,1,2014,9,7,9,Sun,1,1,https://www.facebook.com/BananaRepublic/posts/10152656905039076:0,Trop Rouge is having a casual Sunday with stripes and a half-tuck. #thenewBR  http://brstyl.es/1n3j3Co,Influencer,Photo,,9/7/2014 9:00,26928,0,,53976,0,1826,0.07,9,407,10,83,1123,,518,426
8-Sep,8-Sep,1,2014,9,8,7,Mon,0,2,https://www.facebook.com/BananaRepublic/posts/10152659039974076:0,We've always been fans of both.,Motivation Monday,Photo,,9/8/2014 7:56,10528,0,,21166,0,894,0.09,19,346,36,1,466,,215,401
9-Sep,9-Sep,1,2014,9,9,15,Tue,0,3,https://www.facebook.com/BananaRepublic/posts/10152662114389076:0,The perfect black pump for every occasion. #thenewBR http://brstyl.es/1pp3rJA  Photo by Wide Eyed Legless,Influencer,Photo,,9/9/2014 15:26,25424,0,,54654,0,1666,0.07,7,453,13,224,643,,590,473
12-Sep,12-Sep,1,2014,9,12,12,Fri,0,6,https://www.facebook.com/BananaRepublic/posts/10152667847759076:0,"Friday reads, courtesy of our fall magazine--coming soon! #thenewBR  http://brstyl.es/1iSmkHK",Lifestyle,Photo,,9/12/2014 12:30,13048,0,,28849,0,975,0.08,3,292,5,84,505,,213,300
13-Sep,13-Sep,1,2014,9,13,9,Sat,1,7,https://www.facebook.com/BananaRepublic/posts/10152669418394076:0,Weekend must-haves: a statement skirt with a chambray twist. #thenewBR http://brstyl.es/1uHgU4j,Product Focus - Women's,Photo,,9/13/2014 9:00,21336,0,,44962,0,1447,0.07,4,340,7,162,833,,379,351
14-Sep,14-Sep,1,2014,9,14,9,Sun,1,1,https://www.facebook.com/BananaRepublic/posts/10152671456589076:0,Looking forward to spending fall in these. #thenewBR http://brstyl.es/1qZoyJI,BTS,Photo,,9/14/2014 9:00,15200,0,,30636,0,1002,0.07,8,308,17,78,464,,288,333
15-Sep,15-Sep,1,2014,9,15,7,Mon,0,2,https://www.facebook.com/BananaRepublic/posts/10152673393739076:0,We couldn't agree more.,Motivation Monday,Photo,,9/15/2014 7:05,17608,0,,35528,0,1525,0.09,27,747,75,,594,,455,849
16-Sep,16-Sep,1,2014,9,16,7,Tue,0,3,https://www.facebook.com/BananaRepublic/posts/10152675533064076:0,Officially living in these faux-leather sloan skinnies. #thenewBR http://brstyl.es/1uJYnUO,Product Focus - Women's,Photo,,9/16/2014 7:20,52896,0,,114489,0,3672,0.07,81,665,24,618,1504,,1770,770
17-Sep,17-Sep,1,2014,9,17,9,Wed,0,4,https://www.facebook.com/BananaRepublic/posts/10152677726169076:0,Take a seat | Trop Rouge styles #thenewBR with the perfect mix of prints + solids. http://brstyl.es/1uHgU4j,Influencer,Photo,,9/17/2014 9:00,14840,0,,31843,0,941,0.06,6,251,6,81,476,,295,263
18-Sep,18-Sep,1,2014,9,18,8,Thu,0,5,https://www.facebook.com/BananaRepublic/posts/10152680069394076:0,Have a question for Marissa Webb? Tune in today at 1pm ET while she takes over our Twitter account for a live #fallstylechat with InStyle + Who What Wear. www.twitter.com/BananaRepublic,#xoMarissa,Photo,,9/18/2014 8:00,15120,0,,32009,0,1096,0.07,11,356,15,47,539,,410,382
19-Sep,19-Sep,1,2014,9,19,12,Fri,0,6,https://www.facebook.com/BananaRepublic/posts/10152682769559076:0,Picture perfect | a peek at our new arrivals hitting stores 9/24. #thenewBR,BTS,Photo,,9/19/2014 12:28,11752,0,,24858,0,1102,0.09,13,428,19,,597,,358,460
20-Sep,20-Sep,1,2014,9,20,9,Sat,1,7,https://www.facebook.com/BananaRepublic/posts/10152684614464076:0,Blending in while standing out in #thenewBR http://brstyl.es/1tm9SRM,Lifestyle,Photo,,9/20/2014 9:00,32848,0,,68236,0,2036,0.06,23,726,18,350,728,,711,767
21-Sep,21-Sep,1,2014,9,21,8,Sun,1,1,https://www.facebook.com/BananaRepublic/posts/10152686745274076:0,We gave Who What Wear Editors an exclusive peek at fall '14 & you can shop their favorite pieces early! #thenewBR http://brstyl.es/1qiBhAf,WWW Presale,Photo,,9/21/2014 8:30,12772,0,,25458,0,767,0.06,7,236,8,133,279,,261,251
23-Sep,23-Sep,1,2014,9,23,15,Tue,0,3,https://www.facebook.com/BananaRepublic/posts/10152692146609076:0,"Actress Jaime King spotted in #thenewBR wardrobe staples for fall!  Shop our waffle-knit pullover: http://brstyl.es/1CckWGc and leather midi (coming soon), similar: http://brstyl.es/1sEMrX1",Influencer,Photo,,9/23/2014 15:47,28064,0,,57308,0,1566,0.06,10,334,11,167,859,,536,355
24-Sep,24-Sep,1,2014,9,24,8,Wed,0,4,https://www.facebook.com/video.php?v=10152693242474076,They're here! Shop our new arrivals. #thenewBR http://brstyl.es/1iSmkHK,Video / Product Focus,Video,,9/24/2014 8:03,48288,0,,104447,0,2273,0.05,28,346,62,106,,1052,1668,436
25-Sep,25-Sep,1,2014,9,25,8,Thu,0,5,https://www.facebook.com/media/set/?set=ms.c.eJwzNDA0NTKzNDU0tTS2tDQwN9MzhItYmBqhiVgaW6CrMTE1wRABqQEALc8SGw%7E-%7E-.bps.a.10152695145264076.1073741845.15524934075&type=1,A behind the scenes peek | our favorite moments from the Fall '14 photoshoot #thenewBR http://brstyl.es/1iSmkHK,Photo Album / BTS,Photo,,9/25/2014 8:21,40448,0,,85659,0,8480,0.21,1,46,2,75,1340,,8056,49
26-Sep,26-Sep,1,2014,9,26,9,Fri,0,6,https://www.facebook.com/BananaRepublic/posts/10152697273954076:0,Who's excited for outerwear? Natalie Suarez in #thenewBR http://brstyl.es/1n09f2c,Influencer,Photo,,9/26/2014 9:00,16592,0,,35398,0,1083,0.07,10,410,13,134,438,,337,433
27-Sep,27-Sep,1,2014,9,27,8,Sat,1,7,https://www.facebook.com/video.php?v=10152697557884076,"The inside scoop on love, style and #thenewBR with two of our faves Maya Jupiter + Aloe Blacc.",Video / Influencer,Video,,9/27/2014 8:00,25648,0,,54934,0,863,0.03,1,102,6,,,300,671,109
28-Sep,28-Sep,1,2014,9,28,8,Sun,1,1,https://www.facebook.com/BananaRepublic/posts/10152701211229076:0,All about easy layers + rich textures from #thenewBR  Shop the wool peacoat: http://brstyl.es/1uKuhAu,Product Focus - Men's,Photo,,9/28/2014 8:00,10588,0,,21590,0,517,0.05,5,266,7,25,171,,177,278
29-Sep,29-Sep,1,2014,9,29,8,Mon,0,2,https://www.facebook.com/BananaRepublic/posts/10152703474969076:0,Always a yes on a Monday morning.,Motivation Monday,Photo,,9/29/2014 8:00,7432,0,,15196,0,465,0.06,,333,18,,100,,121,351
30-Sep,30-Sep,1,2014,9,30,9,Tue,0,3,https://www.facebook.com/BananaRepublic/posts/10152705667624076:0,A little Tuesday outfit inspo from #thenewBR http://brstyl.es/1rqyXh9,Product Focus - Men's,Photo,,9/30/2014 9:19,4616,0,,10478,0,243,0.05,2,157,6,7,52,,60,165
1-Oct,1-Oct,1,2014,10,1,9,Wed,0,4,https://www.facebook.com/BananaRepublic/posts/10152707914104076:0,Because we're all about the cozy classics. http://brstyl.es/Wp37Uv,Product (Women's),Photo,,10/1/2014 9:00,24104,0,,50959,0,1894,0.08,6,386,14,240,1029,,603,406
2-Oct,2-Oct,1,2014,10,2,10,Thu,0,5,https://www.facebook.com/BananaRepublic/posts/10152710451309076:0,We're saying hello to fall with Who What Wear and Andyheart in #thenewBR brstyl.es/1g8Brpd,Influencer,Photo,,10/2/2014 10:06,10348,0,,21977,0,937,0.09,5,227,12,33,597,,178,244
3-Oct,3-Oct,1,2014,10,3,9,Fri,0,6,https://www.facebook.com/BananaRepublic/posts/10152713067864076:0,Riding into the weekend with DapperLou.com. #thenewBR http://brstyl.es/YX7AyJ,Influencer,Photo,,10/3/2014 9:26,8368,0,,16902,0,771,0.09,5,197,13,5,515,,140,215
4-Oct,4-Oct,1,2014,10,4,9,Sat,1,7,https://www.facebook.com/BananaRepublic/posts/10152716248949076:0,Boy's Club: bend the rules a bit & transform the best of menswear style. #thenewBR http://brstyl.es/1oGUdtj,Product (Women's),Photo,,10/4/2014 9:00,13552,0,,27243,0,1086,0.08,6,346,18,38,598,,274,370
5-Oct,5-Oct,1,2014,10,5,10,Sun,1,1,https://www.facebook.com/BananaRepublic/posts/10152719747379076:0,Meet your new favorite fall layer: http://brstyl.es/1sRFzGQ,Product (Women's),Photo,,10/5/2014 10:21,32176,0,,69219,0,1890,0.06,3,310,13,447,903,,556,326
6-Oct,6-Oct,1,2014,10,6,8,Mon,0,2,https://www.facebook.com/BananaRepublic/posts/10152722730679076:0,Try something different this Monday.,Movo Monday,Photo,,10/6/2014 8:00,9772,0,,19446,0,773,0.08,14,253,17,,462,,126,284
7-Oct,7-Oct,1,2014,10,7,8,Tue,0,3,https://www.facebook.com/BananaRepublic/posts/10152726454739076:0,Because black boots go with everything. #thenewBR http://brstyl.es/1rFvvhV,Shoes,Photo,,10/7/2014 8:00,13888,0,,28984,0,1098,0.08,7,276,18,73,614,,294,301
8-Oct,8-Oct,1,2014,10,8,13,Wed,0,4,https://www.facebook.com/BananaRepublic/posts/10152730505069076:0,The perks of being a Banana Republic Cardmember! Shop in store with us and receive this custom notebook as a gift with purchase http://bit.ly/1nd42E3,Promotional,Photo,,10/8/2014 13:00,10064,0,,21162,0,934,0.09,5,213,16,53,514,,297,234
9-Oct,9-Oct,1,2014,10,9,14,Thu,0,5,https://www.facebook.com/BananaRepublic/posts/10152733719214076:0,Marissa Webb sporting our cocoon coat (ps it's here!) #thenewBR http://brstyl.es/10WCLvz,#xoMarissa,Photo,,10/9/2014 14:19,16112,0,,35911,0,1347,0.08,6,389,15,106,732,,354,410
10-Oct,10-Oct,1,2014,10,10,8,Fri,0,6,https://www.facebook.com/BananaRepublic/posts/10152736201569076:0,"This season we're living in stripes. #thenewBR  Shop our striped knit dress (coming soon), similar: http://brstyl.es/1vJr4DP",Influencer,Photo,,10/10/2014 8:16,13912,0,,28332,0,1053,0.08,1,280,4,87,560,,278,285
11-Oct,11-Oct,1,2014,10,11,9,Sat,1,7,https://www.facebook.com/BananaRepublic/posts/10152739236009076:0,"Who What Wear gives us the deets on menswear inspired finds for fall with Marissa Webb, Andyheart and SomethingNavy. http://bit.ly/1slshAd",Promotional,Photo,,10/11/2014 9:00,18408,0,,36194,0,1491,0.08,13,486,17,137,737,,424,516
12-Oct,12-Oct,1,2014,10,12,9,Sun,1,1,https://www.facebook.com/BananaRepublic/posts/10152742549864076:0,A fresh take on men's suit separates from DapperLou.com. #thenewBR http://brstyl.es/YObsSP,Influencer,Photo,,10/12/2014 9:00,11924,0,,24087,0,858,0.07,4,263,16,10,498,,192,283
13-Oct,13-Oct,1,2014,10,13,18,Mon,0,2,https://www.facebook.com/video.php?v=10152747728129076,And here's your first look at the Banana Republic Spring '15 Collection! Which look is your fave?,Video / Spring Sneak Peek,Video,,10/13/2014 18:48,45552,0,,95823,0,2589,0.06,26,308,30,,,1573,1835,364
14-Oct,14-Oct,1,2014,10,14,8,Tue,0,3,https://www.facebook.com/BananaRepublic/posts/10152749547879076:0,Remember when all you wanted was a new go-to tee? We've got you covered. http://brstyl.es/1nbMkAx,Product (Women's),Photo,,10/14/2014 8:00,14496,0,,31598,0,1095,0.08,10,293,12,67,534,,369,315
15-Oct,15-Oct,1,2014,10,15,8,Wed,0,4,https://www.facebook.com/BananaRepublic/posts/10152752098419076:0,We'd walk for days in these. Natalie Suarez in #thenewBR  http://brstyl.es/1s8GnpA,Shoes,Photo,,10/15/2014 8:05,13696,0,,28705,0,980,0.07,15,282,12,71,501,,300,309
16-Oct,16-Oct,1,2014,10,16,9,Thu,0,5,https://www.facebook.com/BananaRepublic/posts/10152754229929076:0,"Swooning over our Monogram Leather Moto Jacket, available exclusively in stores. http://brstyl.es/Zwhasr",BTS,Photo,,10/16/2014 9:00,10852,0,,21934,0,882,0.08,7,250,7,63,511,,231,264
17-Oct,17-Oct,1,2014,10,17,11,Fri,0,6,https://www.facebook.com/BananaRepublic/posts/10152756384734076:0,"Inspired by the classic design, our new Modern fragrance is available exclusively in stores today. http://brstyl.es/1qNiHWc",Promotional,Photo,,10/17/2014 11:41,7644,0,,16157,0,695,0.09,14,238,12,18,372,,151,264
18-Oct,18-Oct,1,2014,10,18,9,Sat,1,7,https://www.facebook.com/BananaRepublic/posts/10152758221359076:0,Seriously feeling this tweed pullover. #thenewBR http://brstyl.es/Zt60oR  Photo by DapperLou.com,Influencer,Photo,,10/18/2014 9:00,9588,0,,19738,0,661,0.07,9,159,4,17,414,,129,172
19-Oct,19-Oct,1,2014,10,19,15,Sun,1,1,https://www.facebook.com/BananaRepublic/posts/10152761218874076:0,Not ready for the weekend to be over. Always Judging lounges in our stripe shirred dress. #thenewBR http://brstyl.es/1vJr4DP,Influencer,Photo,,10/19/2014 15:00,41040,0,,89185,0,2651,0.07,3,351,10,783,1236,,881,364
20-Oct,20-Oct,1,2014,10,20,8,Mon,0,2,https://www.facebook.com/BananaRepublic/posts/10152762558499076:0,Monday details: layers for him. http://brstyl.es/1qZoyJI,Product (Mens),Photo,,10/20/2014 8:00,14248,0,,30733,0,889,0.06,13,190,7,98,552,,213,210
21-Oct,21-Oct,1,2014,10,21,8,Tue,0,3,https://www.facebook.com/BananaRepublic/posts/10152764892134076:0,Get comfy with chunky sweaters + oversized coats.   Shop hers: http://brstyl.es/1sS6bpp Shop his: http://brstyl.es/1u5adXK,BTS,Photo,,10/21/2014 8:23,16024,0,,34678,0,1023,0.06,6,351,18,163,439,,233,375
22-Oct,22-Oct,1,2014,10,22,9,Wed,0,4,https://www.facebook.com/BananaRepublic/posts/10152767128719076:0,"Because a lightweight jacket is always a good idea. Always Judging in our Luxe Leisure Anorak, exclusively available in stores. Find a store: http://brstyl.es/1u7qN9w",Influencer,Photo,,10/22/2014 9:00,10324,0,,21307,0,554,0.05,5,118,4,36,351,,131,127
23-Oct,23-Oct,1,2014,10,23,9,Thu,0,5,https://www.facebook.com/BananaRepublic/posts/10152769383579076:0,Time to get cozy. Shop the faux-fur trim parka from #thenewBR http://brstyl.es/1rd0XPx,#xoMarissa,Photo,,10/23/2014 9:00,15816,0,,33327,0,965,0.06,19,291,19,110,468,,267,329
24-Oct,24-Oct,1,2014,10,24,10,Fri,0,6,https://www.facebook.com/BananaRepublic/posts/10152771436909076:0,Strolling into the weekend with @SomethingNavy. #thenewBR   Shop the look:  Heels: http://brstyl.es/1s5l0WN  Bag: http://brstyl.es/1027vv2,Influencer,Photo,,10/24/2014 10:00,11348,0,,23568,0,751,0.07,6,250,11,53,399,,175,267
25-Oct,25-Oct,1,2014,10,25,9,Sat,1,7,https://www.facebook.com/BananaRepublic/posts/10152773406514076:0,Go for shades of gray. http://brstyl.es/1seTYLa,Product (Mens),Photo,,10/25/2014 9:00,17184,0,,37209,0,1196,0.07,15,491,22,96,502,,331,528
26-Oct,26-Oct,1,2014,10,26,9,Sun,1,1,https://www.facebook.com/BananaRepublic/posts/10152775613784076:0,Sunday statements.   Shop the Lissy mid-calf bootie: http://brstyl.es/1rFvvhV,Shoes,Photo,,10/26/2014 9:00,19000,0,,41379,0,1085,0.06,14,397,12,149,365,,342,423
27-Oct,27-Oct,1,2014,10,27,9,Mon,0,2,https://www.facebook.com/BananaRepublic/posts/10152777899904076:0,Words to live by inspired by our Lower 5th Ave Lab in NYC.,Movo Monday,Photo,,10/27/2014 9:00,10360,0,,20849,0,583,0.06,9,260,28,,308,,99,297
28-Oct,28-Oct,1,2014,10,28,12,Tue,0,3,https://www.facebook.com/BananaRepublic/posts/10152780501469076:0,They're here! Shop our new arrivals and prep for colder days ahead. http://brstyl.es/1zEozH5,Product Focus / New Arrivals,Photo,,10/28/2014 12:12,20880,0,,48345,0,1215,0.06,22,312,10,327,465,,358,344
30-Oct,30-Oct,1,2014,10,30,10,Thu,0,5,https://www.facebook.com/BananaRepublic/posts/10152784420609076:0,"Room 3 is officially open at our 5th Ave ""lab"" in NYC. Come see what's inspiring us and shop our new arrivals #thenewBR http://brstyl.es/1iSmkHK",Event,Photo,,10/30/2014 10:56,11144,0,,25307,0,586,0.05,8,99,4,154,255,,165,111
31-Oct,31-Oct,1,2014,10,31,12,Fri,0,6,https://www.facebook.com/BananaRepublic/posts/10152786678664076:0,Halloween-ready in these. http://brstyl.es/1wQR3Lz,Lifestyle,Photo,,10/31/2014 12:52,9120,0,,19535,0,669,0.07,3,281,9,27,321,,113,293
1-Nov,1-Nov,1,2014,11,1,10,Sat,1,7,https://www.facebook.com/BananaRepublic/posts/10152788694039076:0,Stepping into November in all white Supergas: http://brstyl.es/1r37woI Photo by Andyheart.,Women's Product Focus,Photo,,11/1/2014 10:04,13552,0,,30397,0,1005,0.07,5,289,9,124,535,,168,303
2-Nov,2-Nov,1,2014,11,2,8,Sun,1,1,https://www.facebook.com/BananaRepublic/posts/10152790792499076:0,Lounging through today's extra hour in #thenewBR http://brstyl.es/Wp37Uv  Photo by Always Judging.,Influencer,Photo,,11/2/2014 8:00,15600,0,,34120,0,1027,0.07,6,207,9,162,583,,190,222
3-Nov,3-Nov,1,2014,11,3,9,Mon,0,2,https://www.facebook.com/BananaRepublic/posts/10152793234604076:0,"Swooning over actress Kate Bosworth wearing our Teddy Coat in Cocoon, available exclusively in stores today.",Celebrity Seeding,Photo,,11/3/2014 9:24,12060,0,,24706,0,1353,0.11,16,492,15,,707,,369,523
4-Nov,4-Nov,1,2014,11,4,13,Tue,0,3,https://www.facebook.com/BananaRepublic/posts/10152795908454076:0,Taking notes from Andyheart and adding leather with our Larkin Tote: http://brstyl.es/10a3aVz,Influencer,Photo,,11/4/2014 13:40,11148,0,,22181,0,1039,0.09,14,384,22,32,545,,195,420
6-Nov,6-Nov,1,2014,11,6,14,Thu,0,5,https://www.facebook.com/BananaRepublic/posts/10152800486964076:0,Time to break out the outerwear. Shop the Field Jacket: http://brstyl.es/1ooQHsM,Men's Product Focus,Photo,,11/6/2014 14:53,5704,0,,10188,0,597,0.11,3,105,8,5,441,,80,116
7-Nov,7-Nov,1,2014,11,7,10,Fri,0,6,https://www.facebook.com/BananaRepublic/posts/10152802499884076:0,"A look inside what Michael, our head of men's design, has in his Banana Republic leather briefcase: http://brstyl.es/1EmB1dA",Laydown,Photo,,11/7/2014 10:03,9052,0,,18601,0,709,0.08,2,155,11,27,504,,114,168
8-Nov,8-Nov,1,2014,11,8,9,Sat,1,7,https://www.facebook.com/BananaRepublic/posts/10152804597989076:0,Layer on those winter whites.  Shop sweater: http://brstyl.es/1EmbP70 Shop coat: http://brstyl.es/1saGdsk,Women's Product Focus,Photo,,11/8/2014 9:00,18416,0,,38845,0,1226,0.07,3,393,15,183,556,,218,411
9-Nov,9-Nov,1,2014,11,9,9,Sun,1,1,https://www.facebook.com/BananaRepublic/posts/10152806882574076:0,Style tip: Play around with colorful separates this weekend like DapperLou.com #thenewBR http://brstyl.es/1wYkhZd,Influencer,Photo,,11/9/2014 9:00,7884,0,,14795,0,639,0.08,9,183,12,7,382,,98,204
10-Nov,10-Nov,1,2014,11,10,15,Mon,0,2,https://www.facebook.com/BananaRepublic/posts/10152809829179076:0,Monday's can't be dull with looks this bright. Sneak even more peeks from our Summer '15 presentation over on Snapchat by adding 'brsnaps'.,Spring '15 BTS,Photo,,11/10/2014 15:09,12036,0,,24154,0,1187,0.1,23,512,18,,561,,281,553
11-Nov,11-Nov,1,2014,11,11,10,Tue,0,3,https://www.facebook.com/BananaRepublic/posts/10152811400134076:0,Time to break out the boots.  http://brstyl.es/1x4Szse,Women's Product Focus,Photo,,11/11/2014 10:00,18896,0,,41200,0,1483,0.08,26,443,13,315,614,,396,482
12-Nov,12-Nov,1,2014,11,12,8,Wed,0,4,https://www.facebook.com/video.php?v=10152813326149076,A look at our Summer '15 presentation through the lens of Marissa Webb's GoPro. #SS15 #thenewBR,Video,Video,,11/12/2014 8:47,25624,0,,59898,0,890,0.04,8,134,16,,,446,544,158
13-Nov,13-Nov,1,2014,11,13,15,Thu,0,5,https://www.facebook.com/BananaRepublic/posts/10152815894234076:0,Now here's a coat we could live in! Shop our faux-fur trim parka:   http://brstyl.es/1rd0XPx,Women's Product Focus,Photo,,11/13/2014 15:45,32544,0,,66384,0,1758,0.05,11,351,16,535,707,,470,378
14-Nov,14-Nov,1,2014,11,14,12,Fri,0,6,https://www.facebook.com/video.php?v=10152817449369076,"Did someone say bag envy? Meet the burgundy Pushlock Crossbody, our new go to. http://brstyl.es/1v9JMqq",Video,Video,,11/14/2014 12:51,21728,0,,49028,0,560,0.03,4,80,2,53,,259,316,86
15-Nov,15-Nov,1,2014,11,15,9,Sat,1,7,https://www.facebook.com/BananaRepublic/posts/10152819058024076:0,Dress up your look. Shop stackable bracelets from #thenewBR  http://brstyl.es/1pVXpre,Accessories,Photo,,11/15/2014 9:30,15288,0,,32011,0,909,0.06,3,342,20,100,407,,175,365
16-Nov,16-Nov,1,2014,11,16,9,Sun,1,1,https://www.facebook.com/BananaRepublic/posts/10152821252249076:0,Mix and match neutrals for an updated cool-weather look.   Shop sweater: http://brstyl.es/14n88kF Shop coat: http://brstyl.es/116Crdi,Lifestyle,Photo,,11/16/2014 9:30,19672,0,,40084,0,1623,0.08,8,466,21,347,740,,344,495
18-Nov,18-Nov,1,2014,11,18,12,Tue,0,3,https://www.facebook.com/BananaRepublic/posts/10152825982139076:0,New arrivals to stay warm in all season. Shop the Asymmetric Soft Coat: http://brstyl.es/1wNXJKp,Women's Product Focus,Photo,,11/18/2014 12:43,20408,0,,42936,0,1277,0.06,12,251,5,278,659,,294,268
19-Nov,19-Nov,1,2014,11,19,8,Wed,0,4,https://www.facebook.com/BananaRepublic/posts/10152827408924076:0,The Vincent Lug Sole is topping our wish list today!   Create your own wish list now at bananarepublic.com: http://brstyl.es/1xb2AGC,Men's Product Focus,Photo,,11/19/2014 8:02,10668,0,,21531,0,673,0.06,19,244,13,44,267,,208,276
21-Nov,21-Nov,1,2014,11,21,9,Fri,0,6,https://www.facebook.com/BananaRepublic/posts/10152831463654076:0,It's all about layering up this winter.   Shop the look: Camel Wool Topcoat: http://brstyl.es/1rqyXh9 Gray French Terry Sweatpant: http://brstyl.es/1vEc1b6,Men's Product Focus,Photo,,11/21/2014 9:03,10936,0,,21908,0,766,0.07,39,331,19,52,306,,186,389
22-Nov,22-Nov,1,2014,11,22,8,Sat,1,7,https://www.facebook.com/BananaRepublic/posts/10152833646029076:0,Kicking off the weekend on a high note.,Quote,Photo,,11/22/2014 8:58,9068,0,,17763,0,603,0.07,5,334,26,,198,,137,365
